time,concss
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,14.144930000000004
2005-02-15,8.838342857142857
2005-03-15,6.469325806451612
2005-04-15,6.49858
2005-05-15,7.240412903225806
2005-06-15,6.320788888888889
2005-07-15,4.3311677419354835
2005-08-15,6.178119999999999
2005-09-15,5.8206
2005-10-15,4.705635483870967
2005-11-15,6.368869999999999
2005-12-15,6.850122580645159
2006-01-15,2.9398354838709677
2006-02-15,3.3272249999999994
2006-03-15,4.5136548387096775
2006-04-15,6.82449
2006-05-15,3.496284
2006-06-15,2.4263400000000006
2006-07-15,3.4078071428571435
2006-08-15,4.1747000000000005
2006-09-15,4.685909999999999
2006-10-15,6.570590322580644
2006-11-15,9.36964
2006-12-15,8.672039999999999
2007-01-15,19.161072413793104
2007-02-15,4.671640909090909
2007-03-15,7.166749999999999
2007-04-15,5.364979999999999
2007-05-15,4.4844103448275865
2007-06-15,3.0410999999999997
2007-07-15,6.135610000000001
2007-08-15,5.630729032258065
2007-09-15,9.6029
2007-10-15,4.665551612903225
2007-11-15,19.325699999999994
2007-12-15,10.052612903225807
2008-01-15,12.973461290322586
2008-02-15,11.1845275862069
2008-03-15,9.420869999999997
2008-04-15,3.6057199999999994
2008-05-15,1.2563129032258065
2008-06-15,4.975849999999999
2008-07-15,4.044251612903225
2008-08-15,6.355403225806452
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,
2016-02-15,
2016-03-15,
2016-04-15,
2016-05-15,
2016-06-15,
2016-07-15,
2016-08-15,
2016-09-15,
2016-10-15,
2016-11-15,
2016-12-15,
2017-01-15,
2017-02-15,
2017-03-15,
2017-04-15,
2017-05-15,
2017-06-15,
2017-07-15,
2017-08-15,
2017-09-15,
2017-10-15,
2017-11-15,
2017-12-15,
2018-01-15,1.4384076000000001
2018-02-15,0.48487559999999996
2018-03-15,0.2228178
2018-04-15,0.19796580000000003
2018-05-15,0.34008
2018-06-15,0.5250965999999999
2018-07-15,0.8526852000000001
2018-08-15,0.5256198000000001
2018-09-15,1.6112597999999998
2018-10-15,1.5970680000000002
2018-11-15,0.5341218
2018-12-15,0.9987888
2019-01-15,1.784112
2019-02-15,1.2099
2019-03-15,2.183052
2019-04-15,0.306726
2019-05-15,0.871128
2019-06-15,0.390438
2019-07-15,0.512082
2019-08-15,0.466956
2019-09-15,0.203394
2019-10-15,0.60495
2019-11-15,0.32046
2019-12-15,0.316645
