time,concss
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,5.71406129032258
2016-02-15,7.400348275862068
2016-03-15,3.691985714285715
2016-04-15,4.054800000000001
2016-05-15,2.0400580645161286
2016-06-15,3.6438699999999997
2016-07-15,5.422925806451613
2016-08-15,6.324812903225807
2016-09-15,4.15399
2016-10-15,2.30317
2016-11-15,5.7007
2016-12-15,9.66285
2017-01-15,3.8270275862068965
2017-02-15,5.359166666666668
2017-03-15,4.860696774193549
2017-04-15,3.696311111111111
2017-05-15,2.7309774193548386
2017-06-15,4.7415
2017-07-15,4.362812903225807
2017-08-15,5.384951612903227
2017-09-15,3.5680730769230777
2017-10-15,6.843988888888888
2017-11-15,4.11366
2017-12-15,5.2309451612903235
2018-01-15,3.9767419354838704
2018-02-15,1.6180444444444448
2018-03-15,1.774820689655172
2018-04-15,2.8921333333333332
2018-05-15,1.3997709677419359
2018-06-15,5.988460000000001
2018-07-15,4.596312
2018-08-15,4.6381258064516135
2018-09-15,7.450149999999999
2018-10-15,5.296345161290322
2018-11-15,1.4802199999999994
2018-12-15,3.7678838709677414
2019-01-15,5.065335483870968
2019-02-15,7.1977730769230766
2019-03-15,8.126477419354837
2019-04-15,2.78386
2019-05-15,3.6096580645161294
2019-06-15,3.52724
2019-07-15,5.874724137931034
2019-08-15,2.824603448275862
2019-09-15,8.699327586206897
2019-10-15,6.433461290322579
2019-11-15,2.32497
2019-12-15,6.644429032258066
