time,concNhno3
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,0.04685690999031067
2014-02-15,0.0849502757191658
2014-03-15,0.0681338757276535
2014-04-15,0.10220884531736374
2014-05-15,0.0965476930141449
2014-06-15,0.1216234415769577
2014-07-15,0.1669505387544632
2014-08-15,0.09546447545289993
2014-09-15,0.11563923954963684
2014-10-15,0.10873578488826752
2014-11-15,0.05063619837164879
2014-12-15,0.04655802994966507
2015-01-15,0.0554116815328598
2015-02-15,0.07817249000072479
2015-03-15,0.08417702466249466
2015-04-15,0.06986524164676666
2015-05-15,0.1106497198343277
2015-06-15,0.14614391326904297
2015-07-15,0.14068230986595154
2015-08-15,0.16468043625354767
2015-09-15,0.12941254675388336
2015-10-15,0.06690144538879395
2015-11-15,0.061597246676683426
2015-12-15,0.06451588869094849
2016-01-15,0.02959357760846615
2016-02-15,0.0489119254052639
2016-03-15,0.08833204209804535
2016-04-15,0.0885290652513504
2016-05-15,0.10812180489301682
2016-06-15,0.1509399116039276
2016-07-15,0.14835333824157715
2016-08-15,0.13929879665374756
2016-09-15,0.12340153753757477
2016-10-15,0.04667205736041069
2016-11-15,0.04925411194562912
2016-12-15,0.05446076765656471
2017-01-15,0.05279216915369034
2017-02-15,0.03682518005371094
2017-03-15,0.059583649039268494
2017-04-15,0.059251971542835236
2017-05-15,0.10945449769496918
2017-06-15,0.1340000331401825
2017-07-15,0.1517844945192337
2017-08-15,0.15325045585632324
2017-09-15,0.10646937787532806
2017-10-15,0.03507082536816597
2017-11-15,0.04772469028830528
2017-12-15,0.05285627022385597
2018-01-15,0.04407148063182831
2018-02-15,0.04556483030319214
2018-03-15,0.050321318209171295
2018-04-15,0.09900109469890594
2018-05-15,0.11217011511325836
2018-06-15,0.12374759465456009
2018-07-15,0.1338721066713333
2018-08-15,0.14795787632465363
2018-09-15,0.1056596040725708
2018-10-15,0.10102620720863342
2018-11-15,0.05590297281742096
2018-12-15,0.030425405129790306
2019-01-15,0.02390037104487419
2019-02-15,0.04820208251476288
2019-03-15,0.04302522540092468
2019-04-15,0.0812026709318161
2019-05-15,0.09170522540807724
2019-06-15,0.16672933101654053
2019-07-15,0.12090379744768143
2019-08-15,0.19467446208000183
2019-09-15,0.07882191985845566
2019-10-15,0.07423562556505203
2019-11-15,
2019-12-15,
