time,concNhno3
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,0.07368820160627365
2005-02-15,0.09388140588998795
2005-03-15,0.11476048082113266
2005-04-15,0.1355741322040558
2005-05-15,0.1388411670923233
2005-06-15,0.2739204168319702
2005-07-15,0.26427870988845825
2005-08-15,0.2555362284183502
2005-09-15,0.2900877594947815
2005-10-15,0.15065333247184753
2005-11-15,0.13620665669441223
2005-12-15,0.07461440563201904
2006-01-15,0.1366771161556244
2006-02-15,0.09948781877756119
2006-03-15,0.10167080163955688
2006-04-15,0.10855712741613388
2006-05-15,0.20183345675468445
2006-06-15,0.3293246328830719
2006-07-15,0.5107043385505676
2006-08-15,0.3000281751155853
2006-09-15,0.3090633749961853
2006-10-15,0.22407998144626617
2006-11-15,0.14233145117759705
2006-12-15,0.11267662048339844
2007-01-15,0.05943682789802551
2007-02-15,0.065861776471138
2007-03-15,0.16185162961483002
2007-04-15,0.13309431076049805
2007-05-15,0.2027183175086975
2007-06-15,0.3492351770401001
2007-07-15,0.2785652279853821
2007-08-15,0.33260756731033325
2007-09-15,0.09827876091003418
2007-10-15,0.14947322010993958
2007-11-15,0.07206057757139206
2007-12-15,0.11904069036245346
2008-01-15,0.09962397068738937
2008-02-15,0.11581733822822571
2008-03-15,0.060993991792201996
2008-04-15,0.1534261256456375
2008-05-15,0.22234441339969635
2008-06-15,0.25523778796195984
2008-07-15,0.27872589230537415
2008-08-15,0.2612127959728241
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,
2016-02-15,
2016-03-15,
2016-04-15,
2016-05-15,
2016-06-15,
2016-07-15,
2016-08-15,
2016-09-15,
2016-10-15,
2016-11-15,
2016-12-15,
2017-01-15,
2017-02-15,
2017-03-15,
2017-04-15,
2017-05-15,
2017-06-15,
2017-07-15,
2017-08-15,
2017-09-15,
2017-10-15,
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,
2018-11-15,
2018-12-15,
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
