time,wetrdn
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,517.9999999999999
2014-09-15,319.99999999999994
2014-10-15,651.0454545454545
2014-11-15,260.81818181818176
2014-12-15,498.8888888888888
2015-01-15,862.9285714285712
2015-02-15,620.7619047619046
2015-03-15,787.9999999999999
2015-04-15,673.3043478260868
2015-05-15,371.0399999999999
2015-06-15,322.4799999999999
2015-07-15,410.34482758620686
2015-08-15,608.4999999999999
2015-09-15,147.4347826086956
2015-10-15,218.81818181818178
2015-11-15,1262.1379310344826
2015-12-15,530.5555555555555
2016-01-15,362.31999999999994
2016-02-15,620.7037037037036
2016-03-15,290.5999999999999
2016-04-15,550.7142857142856
2016-05-15,769.8888888888888
2016-06-15,2587.2608695652166
2016-07-15,686.8695652173911
2016-08-15,871.4999999999999
2016-09-15,1001.458333333333
2016-10-15,440.87499999999983
2016-11-15,438.36363636363626
2016-12-15,402.13043478260863
2017-01-15,530.2799999999999
2017-02-15,517.2727272727271
2017-03-15,909.6153846153845
2017-04-15,457.63636363636357
2017-05-15,3682.249999999999
2017-06-15,394.77777777777766
2017-07-15,872.7692307692305
2017-08-15,456.77777777777766
2017-09-15,483.82608695652164
2017-10-15,297.8636363636363
2017-11-15,304.59999999999997
2017-12-15,427.75999999999993
2018-01-15,593.9999999999999
2018-02-15,555.3461538461537
2018-03-15,3116.777777777777
2018-04-15,1188.4999999999998
2018-05-15,925.4814814814812
2018-06-15,421.12499999999994
2018-07-15,606.7391304347824
2018-08-15,294.64
2018-09-15,888.5499999999998
2018-10-15,403.99999999999994
2018-11-15,964.3333333333331
2018-12-15,886.6785714285712
2019-01-15,199.6296296296296
2019-02-15,190.5238095238095
2019-03-15,1001.148148148148
2019-04-15,1236.869565217391
2019-05-15,1556.1923076923072
2019-06-15,553.3749999999999
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
