time,concsspm25
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,0.6738650798797607
2015-02-15,0.6076475381851196
2015-03-15,0.7429904937744141
2015-04-15,0.43163445591926575
2015-05-15,0.7548285126686096
2015-06-15,0.5578930377960205
2015-07-15,0.6437962055206299
2015-08-15,0.33127960562705994
2015-09-15,0.4924304187297821
2015-10-15,0.30296677350997925
2015-11-15,0.9886184930801392
2015-12-15,0.8400783538818359
2016-01-15,0.51716548204422
2016-02-15,0.4956442713737488
2016-03-15,0.4919697046279907
2016-04-15,0.5645775198936462
2016-05-15,0.43605220317840576
2016-06-15,0.6130906939506531
2016-07-15,0.49378466606140137
2016-08-15,0.3357807695865631
2016-09-15,0.4554082751274109
2016-10-15,0.19646021723747253
2016-11-15,0.38170355558395386
2016-12-15,0.8641186356544495
2017-01-15,0.4744217097759247
2017-02-15,0.37115126848220825
2017-03-15,0.7125166058540344
2017-04-15,0.6250710487365723
2017-05-15,0.30782803893089294
2017-06-15,0.7190505266189575
2017-07-15,0.48215875029563904
2017-08-15,0.5069391131401062
2017-09-15,0.21808218955993652
2017-10-15,1.0101529359817505
2017-11-15,0.49701136350631714
2017-12-15,0.7012782692909241
2018-01-15,0.7632071375846863
2018-02-15,0.3016301989555359
2018-03-15,0.4021793007850647
2018-04-15,0.44331493973731995
2018-05-15,0.21621078252792358
2018-06-15,0.6070694327354431
2018-07-15,0.34987688064575195
2018-08-15,0.23371031880378723
2018-09-15,
2018-10-15,
2018-11-15,0.051618289202451706
2018-12-15,0.9600441455841064
2019-01-15,0.8938044309616089
2019-02-15,0.7011480927467346
2019-03-15,0.9013201594352722
2019-04-15,0.05025556683540344
2019-05-15,0.4109819829463959
2019-06-15,0.5028243064880371
2019-07-15,0.3300938010215759
2019-08-15,0.5868236422538757
2019-09-15,0.6381560564041138
2019-10-15,0.33725300431251526
2019-11-15,0.44219473004341125
2019-12-15,0.5866013169288635
