time,concsspm25
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,0.010331138037145138
2014-02-15,0.0033183975610882044
2014-03-15,0.03572165220975876
2014-04-15,0.0801575630903244
2014-05-15,0.0736910030245781
2014-06-15,0.04239289462566376
2014-07-15,0.008368036709725857
2014-08-15,0.008988319896161556
2014-09-15,0.01168964896351099
2014-10-15,0.03443833440542221
2014-11-15,0.0046958620660007
2014-12-15,0.03516324609518051
2015-01-15,0.03622642904520035
2015-02-15,0.027364877983927727
2015-03-15,0.047536883503198624
2015-04-15,0.07370363175868988
2015-05-15,0.042057182639837265
2015-06-15,0.02737908996641636
2015-07-15,0.05986202135682106
2015-08-15,0.011748822405934334
2015-09-15,0.036960579454898834
2015-10-15,0.008925328031182289
2015-11-15,0.042739130556583405
2015-12-15,0.053748998790979385
2016-01-15,0.019158784300088882
2016-02-15,0.03695295378565788
2016-03-15,0.014333975501358509
2016-04-15,0.08833471685647964
2016-05-15,0.05490007624030113
2016-06-15,0.018419478088617325
2016-07-15,0.028651181608438492
2016-08-15,0.05229661986231804
2016-09-15,0.018924428150057793
2016-10-15,0.019526327028870583
2016-11-15,0.024395406246185303
2016-12-15,0.06413350254297256
2017-01-15,0.016742996871471405
2017-02-15,0.025684460997581482
2017-03-15,0.0782526433467865
2017-04-15,0.07163793593645096
2017-05-15,0.027799459174275398
2017-06-15,0.0997866839170456
2017-07-15,0.05542484298348427
2017-08-15,0.0832868292927742
2017-09-15,0.041601501405239105
2017-10-15,0.08360941708087921
2017-11-15,0.03931813687086105
2017-12-15,0.02133071795105934
2018-01-15,0.01895459182560444
2018-02-15,0.01130056381225586
2018-03-15,0.009240438230335712
2018-04-15,0.06134631857275963
2018-05-15,0.0185331292450428
2018-06-15,0.06704201549291611
2018-07-15,0.027241507545113564
2018-08-15,0.0068251765333116055
2018-09-15,0.0410296693444252
2018-10-15,0.027494454756379128
2018-11-15,0.01344330795109272
2018-12-15,0.013106214813888073
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
