time,concco
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,123.13526887678448
2011-02-15,122.84473428699228
2011-03-15,161.56779174541194
2011-04-15,155.16365004944964
2011-05-15,137.02079590396548
2011-06-15,123.040057444296
2011-07-15,116.00165597737755
2011-08-15,
2011-09-15,120.36006111605515
2011-10-15,98.3836080486541
2011-11-15,121.32532594527045
2011-12-15,122.01579537752406
2012-01-15,167.46084756130398
2012-02-15,197.55715197189494
2012-03-15,194.05631466655205
2012-04-15,182.52447605925212
2012-05-15,175.98574108950442
2012-06-15,161.68912045591932
2012-07-15,174.9945218489991
2012-08-15,190.21136044558023
2012-09-15,182.54149888599503
2012-10-15,141.6204094663427
2012-11-15,139.57949814523792
2012-12-15,142.64419060161362
2013-01-15,114.07611043446775
2013-02-15,146.67686366067133
2013-03-15,177.3167004707062
2013-04-15,167.90724366179936
2013-05-15,148.29805424314318
2013-06-15,131.43425748718568
2013-07-15,145.96410881765834
2013-08-15,132.23712086286977
2013-09-15,128.3431376664898
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,142.1345405324612
2014-02-15,140.92143575579664
2014-03-15,143.98445303942637
2014-04-15,135.87595212899993
2014-05-15,167.70780348291746
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,
2016-02-15,
2016-03-15,
2016-04-15,
2016-05-15,
2016-06-15,
2016-07-15,
2016-08-15,
2016-09-15,
2016-10-15,
2016-11-15,
2016-12-15,
2017-01-15,151.33045509919742
2017-02-15,151.5972547632954
2017-03-15,156.09344598952765
2017-04-15,156.77772826441637
2017-05-15,128.52883593708773
2017-06-15,125.24560081221036
2017-07-15,119.76266882608009
2017-08-15,126.2795607064173
2017-09-15,143.10090830097968
2017-10-15,
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,110.62527041395468
2018-11-15,119.8867300026752
2018-12-15,117.32361486800932
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
