time,concso4
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,1.1826589107513428
2009-02-15,1.3044239282608032
2009-03-15,1.3515485525131226
2009-04-15,1.10684335231781
2009-05-15,
2009-06-15,
2009-07-15,0.7441020607948303
2009-08-15,0.9147948622703552
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,0.4572586417198181
2010-06-15,1.0340635776519775
2010-07-15,
2010-08-15,1.2706632614135742
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,0.8591740727424622
2011-02-15,0.47110632061958313
2011-03-15,0.46197277307510376
2011-04-15,
2011-05-15,0.6099246740341187
2011-06-15,0.5892581939697266
2011-07-15,1.6205312013626099
2011-08-15,0.8434807062149048
2011-09-15,0.5735701322555542
2011-10-15,
2011-11-15,
2011-12-15,1.043460726737976
2012-01-15,1.1527223587036133
2012-02-15,
2012-03-15,0.8948124051094055
2012-04-15,1.2184733152389526
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,0.7110119462013245
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,0.5962477922439575
2013-03-15,0.5275624394416809
2013-04-15,
2013-05-15,
2013-06-15,0.6401085257530212
2013-07-15,0.29527992010116577
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,0.38497212529182434
2014-01-15,
2014-02-15,1.6918519735336304
2014-03-15,0.9177991151809692
2014-04-15,
2014-05-15,
2014-06-15,0.5523847937583923
2014-07-15,0.47698020935058594
2014-08-15,
2014-09-15,0.512963593006134
2014-10-15,0.9639241695404053
2014-11-15,
2014-12-15,
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,
2016-02-15,
2016-03-15,
2016-04-15,
2016-05-15,
2016-06-15,
2016-07-15,
2016-08-15,
2016-09-15,
2016-10-15,
2016-11-15,
2016-12-15,
2017-01-15,1.2465959787368774
2017-02-15,
2017-03-15,1.0143643617630005
2017-04-15,0.6842979788780212
2017-05-15,
2017-06-15,1.1994760036468506
2017-07-15,0.8267132639884949
2017-08-15,
2017-09-15,
2017-10-15,1.0445656776428223
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,
2018-11-15,
2018-12-15,
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
