time,concso4
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,0.2026563137769699
2002-02-15,0.36367976665496826
2002-03-15,1.0936015844345093
2002-04-15,1.1431825160980225
2002-05-15,0.7376483678817749
2002-06-15,1.2552655935287476
2002-07-15,1.0954736471176147
2002-08-15,0.7770509719848633
2002-09-15,1.0774688720703125
2002-10-15,0.9869439005851746
2002-11-15,0.45345768332481384
2002-12-15,0.32608234882354736
2003-01-15,0.461322546005249
2003-02-15,0.6299051642417908
2003-03-15,1.216086506843567
2003-04-15,0.9202548861503601
2003-05-15,1.4903146028518677
2003-06-15,1.3132985830307007
2003-07-15,1.6425517797470093
2003-08-15,1.3694002628326416
2003-09-15,1.0461434125900269
2003-10-15,0.528802216053009
2003-11-15,0.4067187011241913
2003-12-15,0.39241206645965576
2004-01-15,0.22097326815128326
2004-02-15,0.5880033373832703
2004-03-15,0.7624664902687073
2004-04-15,0.6627480983734131
2004-05-15,0.9420791864395142
2004-06-15,1.0089997053146362
2004-07-15,1.4106155633926392
2004-08-15,0.8163235187530518
2004-09-15,1.036830186843872
2004-10-15,0.5596284866333008
2004-11-15,0.7589426040649414
2004-12-15,0.3986351788043976
2005-01-15,0.3315654695034027
2005-02-15,0.6847719550132751
2005-03-15,0.7733669877052307
2005-04-15,0.8201172947883606
2005-05-15,0.8583682179450989
2005-06-15,1.1849111318588257
2005-07-15,1.2809885740280151
2005-08-15,0.7649784088134766
2005-09-15,0.5860065817832947
2005-10-15,0.5827502608299255
2005-11-15,0.4842583239078522
2005-12-15,0.2876380681991577
2006-01-15,0.31088054180145264
2006-02-15,0.34567391872406006
2006-03-15,0.34387126564979553
2006-04-15,0.6304935812950134
2006-05-15,0.6638263463973999
2006-06-15,1.350197672843933
2006-07-15,0.8043421506881714
2006-08-15,0.6316199898719788
2006-09-15,0.8162662982940674
2006-10-15,0.5610713958740234
2006-11-15,0.47431814670562744
2006-12-15,0.25990527868270874
2007-01-15,0.23404820263385773
2007-02-15,0.3396676182746887
2007-03-15,0.7085497379302979
2007-04-15,1.3939481973648071
2007-05-15,0.6619966626167297
2007-06-15,0.5186465978622437
2007-07-15,0.8505640029907227
2007-08-15,0.9528347253799438
2007-09-15,1.1456258296966553
2007-10-15,0.697716236114502
2007-11-15,0.3022143542766571
2007-12-15,0.30299079418182373
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,
2016-02-15,
2016-03-15,
2016-04-15,
2016-05-15,
2016-06-15,
2016-07-15,
2016-08-15,
2016-09-15,
2016-10-15,
2016-11-15,
2016-12-15,
2017-01-15,
2017-02-15,
2017-03-15,
2017-04-15,
2017-05-15,
2017-06-15,
2017-07-15,
2017-08-15,
2017-09-15,
2017-10-15,
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,
2018-11-15,
2018-12-15,
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
