time,concso2
2000-01-15,4.062937259674072
2000-02-15,2.786252021789551
2000-03-15,2.808830976486206
2000-04-15,1.6158186197280884
2000-05-15,1.0336072444915771
2000-06-15,1.1504392623901367
2000-07-15,0.8866310715675354
2000-08-15,1.6985399723052979
2000-09-15,1.2892701625823975
2000-10-15,2.0804266929626465
2000-11-15,2.2918777465820312
2000-12-15,3.3106465339660645
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,1.0744800567626953
2001-08-15,1.247338891029358
2001-09-15,1.2927136421203613
2001-10-15,1.8054447174072266
2001-11-15,2.9101133346557617
2001-12-15,3.3994407653808594
2002-01-15,3.605288505554199
2002-02-15,1.9140188694000244
2002-03-15,2.575012445449829
2002-04-15,2.174116611480713
2002-05-15,0.706023633480072
2002-06-15,0.9122551083564758
2002-07-15,0.6163541078567505
2002-08-15,1.594651460647583
2002-09-15,1.2866441011428833
2002-10-15,2.098708391189575
2002-11-15,2.755919933319092
2002-12-15,3.4872372150421143
2003-01-15,3.2952866554260254
2003-02-15,4.841092109680176
2003-03-15,2.6113414764404297
2003-04-15,1.5026280879974365
2003-05-15,0.7563186883926392
2003-06-15,0.9553574919700623
2003-07-15,0.8503928780555725
2003-08-15,1.2827749252319336
2003-09-15,1.6983859539031982
2003-10-15,2.2108755111694336
2003-11-15,3.2125487327575684
2003-12-15,3.3745667934417725
2004-01-15,2.6177282333374023
2004-02-15,3.0920181274414062
2004-03-15,3.0350139141082764
2004-04-15,1.4353301525115967
2004-05-15,0.7499549388885498
2004-06-15,0.8201941251754761
2004-07-15,0.7180770039558411
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,
2016-02-15,
2016-03-15,
2016-04-15,
2016-05-15,
2016-06-15,
2016-07-15,
2016-08-15,
2016-09-15,
2016-10-15,
2016-11-15,
2016-12-15,
2017-01-15,
2017-02-15,
2017-03-15,
2017-04-15,
2017-05-15,
2017-06-15,
2017-07-15,
2017-08-15,
2017-09-15,
2017-10-15,
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,
2018-11-15,
2018-12-15,
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
