time,concCecpm25
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,0.17383333333333337
2014-02-15,0.15825
2014-03-15,0.38160000000000005
2014-04-15,0.151
2014-05-15,0.11566666666666668
2014-06-15,0.14279999999999998
2014-07-15,0.2122
2014-08-15,0.11939999999999999
2014-09-15,0.1832
2014-10-15,0.2064
2014-11-15,0.26975
2014-12-15,0.276
2015-01-15,0.2596
2015-02-15,0.3156
2015-03-15,0.327
2015-04-15,0.1754
2015-05-15,0.08360000000000001
2015-06-15,0.1392
2015-07-15,0.13333333333333333
2015-08-15,0.15
2015-09-15,0.18460000000000001
2015-10-15,0.2454
2015-11-15,0.233
2015-12-15,0.36079999999999995
2016-01-15,0.2104
2016-02-15,0.1242
2016-03-15,0.1944
2016-04-15,0.20739999999999997
2016-05-15,0.1618
2016-06-15,0.119
2016-07-15,0.10799999999999998
2016-08-15,0.0912
2016-09-15,0.11199999999999999
2016-10-15,0.1758
2016-11-15,0.2122
2016-12-15,0.5758000000000001
2017-01-15,0.308
2017-02-15,0.19
2017-03-15,0.15239999999999998
2017-04-15,0.1586
2017-05-15,0.133
2017-06-15,0.0994
2017-07-15,0.072
2017-08-15,0.10183333333333333
2017-09-15,0.1356
2017-10-15,0.1858
2017-11-15,0.23220000000000002
2017-12-15,0.16119999999999995
2018-01-15,0.0972
2018-02-15,0.26559999999999995
2018-03-15,0.168
2018-04-15,0.146
2018-05-15,0.1668
2018-06-15,0.1082
2018-07-15,0.1538
2018-08-15,0.11400000000000002
2018-09-15,0.1682
2018-10-15,0.18266666666666667
2018-11-15,0.222
2018-12-15,0.189
2019-01-15,0.3674
2019-02-15,0.3254
2019-03-15,0.2338
2019-04-15,0.2394
2019-05-15,0.19099999999999998
2019-06-15,
2019-07-15,0.15019999999999997
2019-08-15,0.1378
2019-09-15,0.121
2019-10-15,0.142
2019-11-15,0.10640000000000001
2019-12-15,0.184
