time,concNtnh
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,1.2912840843200684
2009-02-15,1.3323825597763062
2009-03-15,1.0765670537948608
2009-04-15,0.9819566607475281
2009-05-15,
2009-06-15,
2009-07-15,0.7746186256408691
2009-08-15,1.0025439262390137
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,1.5644599199295044
2010-06-15,1.4913485050201416
2010-07-15,
2010-08-15,1.3988302946090698
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,1.2009611129760742
2011-02-15,0.6834007501602173
2011-03-15,0.8233384490013123
2011-04-15,
2011-05-15,1.1644076108932495
2011-06-15,0.8049373030662537
2011-07-15,1.7683547735214233
2011-08-15,0.8787500858306885
2011-09-15,1.2183252573013306
2011-10-15,
2011-11-15,
2011-12-15,2.36796236038208
2012-01-15,1.9368773698806763
2012-02-15,
2012-03-15,1.347334623336792
2012-04-15,2.3163647651672363
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,1.440847635269165
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,1.1408687829971313
2013-03-15,1.3023616075515747
2013-04-15,
2013-05-15,
2013-06-15,1.3643524646759033
2013-07-15,0.7599890828132629
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,1.4182158708572388
2014-01-15,
2014-02-15,1.6985129117965698
2014-03-15,1.1040420532226562
2014-04-15,
2014-05-15,
2014-06-15,0.8417636752128601
2014-07-15,0.8194992542266846
2014-08-15,
2014-09-15,1.181330919265747
2014-10-15,1.7600337266921997
2014-11-15,
2014-12-15,1.8659415245056152
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,
2016-02-15,
2016-03-15,
2016-04-15,
2016-05-15,
2016-06-15,
2016-07-15,
2016-08-15,
2016-09-15,
2016-10-15,
2016-11-15,
2016-12-15,
2017-01-15,2.0761964321136475
2017-02-15,
2017-03-15,1.0013744831085205
2017-04-15,1.123296856880188
2017-05-15,
2017-06-15,1.0237611532211304
2017-07-15,1.1327781677246094
2017-08-15,
2017-09-15,
2017-10-15,1.4772812128067017
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,
2018-11-15,
2018-12-15,
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
