time,concNtnh
2000-01-15,1.5144600868225098
2000-02-15,2.126859664916992
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,2.0669920444488525
2002-02-15,2.007338762283325
2002-03-15,1.3517197370529175
2002-04-15,1.409170150756836
2002-05-15,1.6388674974441528
2002-06-15,1.5923000574111938
2002-07-15,1.7397805452346802
2002-08-15,1.6000168323516846
2002-09-15,1.747621774673462
2002-10-15,1.9232620000839233
2002-11-15,2.123276472091675
2002-12-15,2.115196704864502
2003-01-15,1.590585470199585
2003-02-15,1.432814359664917
2003-03-15,1.6013027429580688
2003-04-15,1.5439895391464233
2003-05-15,1.891191005706787
2003-06-15,1.7089194059371948
2003-07-15,1.616746187210083
2003-08-15,1.9048545360565186
2003-09-15,1.8928282260894775
2003-10-15,1.9677878618240356
2003-11-15,
2003-12-15,
2004-01-15,1.52397882938385
2004-02-15,1.7421406507492065
2004-03-15,1.370125651359558
2004-04-15,1.493693232536316
2004-05-15,1.8062101602554321
2004-06-15,1.660407543182373
2004-07-15,1.7971382141113281
2004-08-15,1.753551959991455
2004-09-15,2.094177722930908
2004-10-15,2.3625760078430176
2004-11-15,2.017998456954956
2004-12-15,1.9441273212432861
2005-01-15,1.8462997674942017
2005-02-15,1.5894473791122437
2005-03-15,1.3551491498947144
2005-04-15,1.7418007850646973
2005-05-15,1.838533878326416
2005-06-15,1.87626314163208
2005-07-15,1.8788682222366333
2005-08-15,1.9791125059127808
2005-09-15,1.8601396083831787
2005-10-15,1.9191361665725708
2005-11-15,1.783086895942688
2005-12-15,2.177593946456909
2006-01-15,1.8944748640060425
2006-02-15,1.928865671157837
2006-03-15,1.6431431770324707
2006-04-15,1.681092619895935
2006-05-15,1.9967164993286133
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,
2016-02-15,
2016-03-15,
2016-04-15,
2016-05-15,
2016-06-15,
2016-07-15,
2016-08-15,
2016-09-15,
2016-10-15,
2016-11-15,
2016-12-15,
2017-01-15,
2017-02-15,
2017-03-15,
2017-04-15,
2017-05-15,
2017-06-15,
2017-07-15,
2017-08-15,
2017-09-15,
2017-10-15,
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,
2018-11-15,
2018-12-15,
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
