time,concNnh3
2000-01-15,0.03855698183178902
2000-02-15,0.03668098524212837
2000-03-15,0.041188374161720276
2000-04-15,0.03866085037589073
2000-05-15,0.23475798964500427
2000-06-15,0.05040425434708595
2000-07-15,0.05198412016034126
2000-08-15,0.047762807458639145
2000-09-15,0.06686928868293762
2000-10-15,0.023136043921113014
2000-11-15,0.010193885304033756
2000-12-15,0.04900885373353958
2001-01-15,0.06732236593961716
2001-02-15,0.035058848559856415
2001-03-15,0.03326685354113579
2001-04-15,0.04075402766466141
2001-05-15,0.10876302421092987
2001-06-15,0.03778764232993126
2001-07-15,0.10584628582000732
2001-08-15,0.049469538033008575
2001-09-15,0.07087013125419617
2001-10-15,0.02520114928483963
2001-11-15,0.04578389227390289
2001-12-15,0.10473787784576416
2002-01-15,0.03380073234438896
2002-02-15,0.03608829528093338
2002-03-15,0.04833594709634781
2002-04-15,0.06107832491397858
2002-05-15,
2002-06-15,0.07484182715415955
2002-07-15,0.0468287318944931
2002-08-15,0.09213019162416458
2002-09-15,0.09694995731115341
2002-10-15,0.049804627895355225
2002-11-15,0.03228376805782318
2002-12-15,0.03568318486213684
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,0.08390191197395325
2003-06-15,0.07271954417228699
2003-07-15,0.07628551870584488
2003-08-15,0.09169544279575348
2003-09-15,0.0682702511548996
2003-10-15,0.08598512411117554
2003-11-15,0.02891855686903
2003-12-15,0.045374467968940735
2004-01-15,0.04068012908101082
2004-02-15,0.06391949951648712
2004-03-15,0.058409638702869415
2004-04-15,0.08353376388549805
2004-05-15,0.09235088527202606
2004-06-15,0.07028909772634506
2004-07-15,0.06899045407772064
2004-08-15,0.10329224914312363
2004-09-15,0.10694660246372223
2004-10-15,0.051847703754901886
2004-11-15,0.045317165553569794
2004-12-15,0.019357148557901382
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,
2016-02-15,
2016-03-15,
2016-04-15,
2016-05-15,
2016-06-15,
2016-07-15,
2016-08-15,
2016-09-15,
2016-10-15,
2016-11-15,
2016-12-15,
2017-01-15,
2017-02-15,
2017-03-15,
2017-04-15,
2017-05-15,
2017-06-15,
2017-07-15,
2017-08-15,
2017-09-15,
2017-10-15,
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,
2018-11-15,
2018-12-15,
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
