time,concCocpm25
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,7.811250000000001
2016-02-15,3.785
2016-03-15,8.195333333333334
2016-04-15,2.698
2016-05-15,3.5713333333333335
2016-06-15,2.8377777777777777
2016-07-15,2.626666666666667
2016-08-15,2.1
2016-09-15,2.8440000000000003
2016-10-15,3.3040000000000003
2016-11-15,5.5440000000000005
2016-12-15,4.6187499999999995
2017-01-15,9.656
2017-02-15,7.207857142857143
2017-03-15,3.0968750000000007
2017-04-15,1.912666666666667
2017-05-15,4.097142857142857
2017-06-15,1.8926666666666667
2017-07-15,2.38125
2017-08-15,3.026666666666667
2017-09-15,2.984
2017-10-15,3.208125
2017-11-15,3.7553333333333327
2017-12-15,4.0233333333333325
2018-01-15,6.01375
2018-02-15,7.47
2018-03-15,7.115333333333333
2018-04-15,4.237333333333333
2018-05-15,3.973125
2018-06-15,3.2042857142857137
2018-07-15,4.006666666666666
2018-08-15,3.764375
2018-09-15,3.5786666666666664
2018-10-15,4.964666666666667
2018-11-15,6.997333333333334
2018-12-15,4.5512500000000005
2019-01-15,4.731333333333334
2019-02-15,4.866428571428572
2019-03-15,2.9125000000000005
2019-04-15,4.4446666666666665
2019-05-15,2.881428571428572
2019-06-15,2.8879999999999995
2019-07-15,2.3637499999999996
2019-08-15,3.1666666666666665
2019-09-15,2.791333333333333
2019-10-15,2.4045454545454543
2019-11-15,3.552666666666667
2019-12-15,3.465333333333333
