time,concsspm25
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,1.44534
2014-03-15,0.38259000000000004
2014-04-15,0.42771600000000004
2014-05-15,0.34607499999999997
2014-06-15,0.247866
2014-07-15,0.181812
2014-08-15,0.41986799999999996
2014-09-15,0.216474
2014-10-15,0.5107740000000001
2014-11-15,0.180504
2014-12-15,0.31923375
2015-01-15,0.861318
2015-02-15,0.682776
2015-03-15,0.368856
2015-04-15,0.201432
2015-05-15,0.867858
2015-06-15,0.47480400000000006
2015-07-15,0.3509799999999999
2015-08-15,0.35708399999999996
2015-09-15,
2015-10-15,0.19750800000000004
2015-11-15,0.7264071428571429
2015-12-15,
2016-01-15,0.6795059999999999
2016-02-15,0.9561480000000001
2016-03-15,1.0357725
2016-04-15,0.524508
2016-05-15,0.4332750000000001
2016-06-15,0.302802
2016-07-15,0.34552999999999995
2016-08-15,0.4259175
2016-09-15,0.31980600000000003
2016-10-15,0.112815
2016-11-15,
2016-12-15,0.21582
2017-01-15,
2017-02-15,
2017-03-15,
2017-04-15,0.19152857142857144
2017-05-15,0.16088399999999997
2017-06-15,0.328308
2017-07-15,0.273372
2017-08-15,0.348255
2017-09-15,0.750138
2017-10-15,0.365586
2017-11-15,0.328308
2017-12-15,0.764526
2018-01-15,1.18701
2018-02-15,0.4708799999999999
2018-03-15,0.715476
2018-04-15,0.440796
2018-05-15,0.536934
2018-06-15,0.32045999999999997
2018-07-15,0.1283475
2018-08-15,0.116412
2018-09-15,0.27075600000000005
2018-10-15,0.30084
2018-11-15,0.6286575000000001
2018-12-15,0.47480400000000006
2019-01-15,0.3637875
2019-02-15,0.684084
2019-03-15,0.511428
2019-04-15,0.10987200000000001
2019-05-15,0.28383600000000003
2019-06-15,0.29184750000000004
2019-07-15,0.197508
2019-08-15,0.8312339999999999
2019-09-15,0.509466
2019-10-15,0.424446
2019-11-15,0.5946728571428571
2019-12-15,
