time,vmrisop
2000-01-15,0.0004203200223855674
2000-02-15,0.0012245188700035214
2000-03-15,0.0009379048715345562
2000-04-15,0.001242662314325571
2000-05-15,0.0010734328534454107
2000-06-15,0.0008688591769896448
2000-07-15,0.002981889992952347
2000-08-15,0.00024256337201222777
2000-09-15,0.0005862726829946041
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,0.0012880625436082482
2001-02-15,0.0019476577872410417
2001-03-15,0.0010781513992697
2001-04-15,0.0009799615945667028
2001-05-15,0.0006260524387471378
2001-06-15,0.002023202832788229
2001-07-15,0.0011516425292938948
2001-08-15,0.0004061235813423991
2001-09-15,0.0006156283780001104
2001-10-15,0.0009573546121828258
2001-11-15,0.0009057531133294106
2001-12-15,0.0009677975904196501
2002-01-15,0.0033153637778013945
2002-02-15,0.0009798803366720676
2002-03-15,0.001059209113009274
2002-04-15,0.0011018168879672885
2002-05-15,0.0003578877658583224
2002-06-15,0.0017705631908029318
2002-07-15,0.0003135324514005333
2002-08-15,0.0014938657404854894
2002-09-15,0.0006391530623659492
2002-10-15,0.0005805690307170153
2002-11-15,0.001396980951540172
2002-12-15,0.0006982270278967917
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,0.0011374983005225658
2006-02-15,0.00177183304913342
2006-03-15,0.0018296309281140566
2006-04-15,0.00045689920079894364
2006-05-15,0.0007536057382822037
2006-06-15,0.000617063429672271
2006-07-15,0.00086942472262308
2006-08-15,0.0008601624867878854
2006-09-15,0.0010925974929705262
2006-10-15,0.0004450142150744796
2006-11-15,0.0012720978120341897
2006-12-15,0.0006350844050757587
2007-01-15,
2007-02-15,0.0012101636966690421
2007-03-15,0.0015927818603813648
2007-04-15,
2007-05-15,
2007-06-15,0.0010917342733591795
2007-07-15,0.0007951033185236156
2007-08-15,0.0005479234387166798
2007-09-15,0.000684693397488445
2007-10-15,0.0009097086731344461
2007-11-15,0.0008288304088637233
2007-12-15,0.001025717006996274
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,0.00029250408988445997
2008-07-15,0.0026512572076171637
2008-08-15,0.0005572916707023978
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,
2016-02-15,
2016-03-15,
2016-04-15,
2016-05-15,
2016-06-15,
2016-07-15,
2016-08-15,
2016-09-15,
2016-10-15,
2016-11-15,
2016-12-15,
2017-01-15,
2017-02-15,
2017-03-15,
2017-04-15,
2017-05-15,
2017-06-15,
2017-07-15,
2017-08-15,
2017-09-15,
2017-10-15,
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,
2018-11-15,
2018-12-15,
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
