time,concpm10
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,10.129962921142578
2015-02-15,14.444573402404785
2015-03-15,9.09106731414795
2015-04-15,6.5908894538879395
2015-05-15,6.161279201507568
2015-06-15,4.458784103393555
2015-07-15,5.310295104980469
2015-08-15,7.7444167137146
2015-09-15,6.249419212341309
2015-10-15,10.558719635009766
2015-11-15,13.988816261291504
2015-12-15,14.142501831054688
2016-01-15,12.963774681091309
2016-02-15,8.737849235534668
2016-03-15,8.857275009155273
2016-04-15,7.507371425628662
2016-05-15,5.5689616203308105
2016-06-15,5.642460823059082
2016-07-15,5.2008185386657715
2016-08-15,5.782661437988281
2016-09-15,10.578658103942871
2016-10-15,8.235177040100098
2016-11-15,9.620940208435059
2016-12-15,12.695714950561523
2017-01-15,16.08849334716797
2017-02-15,12.567131996154785
2017-03-15,7.7053117752075195
2017-04-15,5.563088893890381
2017-05-15,5.344715595245361
2017-06-15,4.876982688903809
2017-07-15,5.256286144256592
2017-08-15,6.586519718170166
2017-09-15,7.701434135437012
2017-10-15,9.865617752075195
2017-11-15,11.18349838256836
2017-12-15,9.718035697937012
2018-01-15,12.463708877563477
2018-02-15,11.380938529968262
2018-03-15,8.877403259277344
2018-04-15,8.589179039001465
2018-05-15,7.110135078430176
2018-06-15,5.524479866027832
2018-07-15,6.673165321350098
2018-08-15,6.737077713012695
2018-09-15,7.683485984802246
2018-10-15,10.420443534851074
2018-11-15,16.791608810424805
2018-12-15,11.983634948730469
2019-01-15,10.444233894348145
2019-02-15,12.301849365234375
2019-03-15,6.967939853668213
2019-04-15,7.912145137786865
2019-05-15,5.543525695800781
2019-06-15,6.507832050323486
2019-07-15,4.430173873901367
2019-08-15,6.34725284576416
2019-09-15,7.011928081512451
2019-10-15,6.276796817779541
2019-11-15,12.586179733276367
2019-12-15,11.58393669128418
