time,wetoxs
2000-01-15,725.7625732421875
2000-02-15,600.1489868164062
2000-03-15,1628.4024658203125
2000-04-15,1758.4111328125
2000-05-15,1214.286865234375
2000-06-15,682.8656616210938
2000-07-15,666.6146850585938
2000-08-15,1017.6204223632812
2000-09-15,641.1974487304688
2000-10-15,1545.8583984375
2000-11-15,2055.1474609375
2000-12-15,737.8600463867188
2001-01-15,1360.98583984375
2001-02-15,1594.396240234375
2001-03-15,1223.833984375
2001-04-15,1457.587890625
2001-05-15,591.9671630859375
2001-06-15,178.5914764404297
2001-07-15,1356.4010009765625
2001-08-15,1107.0692138671875
2001-09-15,1246.5194091796875
2001-10-15,822.7424926757812
2001-11-15,1263.7989501953125
2001-12-15,619.7139892578125
2002-01-15,670.8048095703125
2002-02-15,1123.9542236328125
2002-03-15,1059.8795166015625
2002-04-15,708.2346801757812
2002-05-15,1022.90380859375
2002-06-15,602.10791015625
2002-07-15,602.4609375
2002-08-15,822.9793701171875
2002-09-15,521.3786010742188
2002-10-15,1578.9837646484375
2002-11-15,1308.1776123046875
2002-12-15,2014.6455078125
2003-01-15,917.4840087890625
2003-02-15,554.2987670898438
2003-03-15,403.5762939453125
2003-04-15,451.26043701171875
2003-05-15,455.0068359375
2003-06-15,1494.0938720703125
2003-07-15,679.2755737304688
2003-08-15,925.6769409179688
2003-09-15,430.84893798828125
2003-10-15,1661.8096923828125
2003-11-15,1297.47509765625
2003-12-15,731.3334350585938
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,
2016-02-15,
2016-03-15,
2016-04-15,
2016-05-15,
2016-06-15,
2016-07-15,
2016-08-15,
2016-09-15,
2016-10-15,
2016-11-15,
2016-12-15,
2017-01-15,
2017-02-15,
2017-03-15,
2017-04-15,
2017-05-15,
2017-06-15,
2017-07-15,
2017-08-15,
2017-09-15,
2017-10-15,
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,
2018-11-15,
2018-12-15,
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
