time,wetoxs
2000-01-15,381.3746643066406
2000-02-15,698.5492553710938
2000-03-15,665.2119140625
2000-04-15,1510.9141845703125
2000-05-15,893.3666381835938
2000-06-15,847.697265625
2000-07-15,1439.7166748046875
2000-08-15,1265.458984375
2000-09-15,1041.9510498046875
2000-10-15,572.990966796875
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,1544.7633056640625
2001-09-15,
2001-10-15,643.3179321289062
2001-11-15,603.3988037109375
2001-12-15,225.72341918945312
2002-01-15,396.188232421875
2002-02-15,635.4478149414062
2002-03-15,617.5022583007812
2002-04-15,795.6541137695312
2002-05-15,1236.4718017578125
2002-06-15,1115.9619140625
2002-07-15,806.9293212890625
2002-08-15,1113.854248046875
2002-09-15,484.00567626953125
2002-10-15,1478.626708984375
2002-11-15,764.2359008789062
2002-12-15,765.7225341796875
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,
2016-02-15,
2016-03-15,
2016-04-15,
2016-05-15,
2016-06-15,
2016-07-15,
2016-08-15,
2016-09-15,
2016-10-15,
2016-11-15,
2016-12-15,
2017-01-15,
2017-02-15,
2017-03-15,
2017-04-15,
2017-05-15,
2017-06-15,
2017-07-15,
2017-08-15,
2017-09-15,
2017-10-15,
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,
2018-11-15,
2018-12-15,
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
