time,concNtno3
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,0.17154279351234436
2009-02-15,0.156182661652565
2009-03-15,0.16900473833084106
2009-04-15,0.1588468998670578
2009-05-15,
2009-06-15,
2009-07-15,0.15772967040538788
2009-08-15,0.2103165090084076
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,0.08802131563425064
2010-06-15,0.2401701956987381
2010-07-15,
2010-08-15,0.35715794563293457
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,0.12794622778892517
2011-02-15,0.0597754642367363
2011-03-15,0.07381036132574081
2011-04-15,
2011-05-15,0.11198211461305618
2011-06-15,0.09719227999448776
2011-07-15,0.5714108943939209
2011-08-15,
2011-09-15,0.14093050360679626
2011-10-15,
2011-11-15,
2011-12-15,0.37390562891960144
2012-01-15,0.20553933084011078
2012-02-15,
2012-03-15,0.1330733299255371
2012-04-15,0.2953115999698639
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,0.1932256519794464
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,0.10852495580911636
2013-03-15,0.11614787578582764
2013-04-15,
2013-05-15,
2013-06-15,0.16542725265026093
2013-07-15,0.09341026097536087
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,0.11438864469528198
2014-01-15,
2014-02-15,0.5617018342018127
2014-03-15,0.19482365250587463
2014-04-15,
2014-05-15,
2014-06-15,0.1644635945558548
2014-07-15,0.22260530292987823
2014-08-15,
2014-09-15,0.10936208814382553
2014-10-15,0.23018242418766022
2014-11-15,
2014-12-15,0.2484264224767685
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,
2016-02-15,
2016-03-15,
2016-04-15,
2016-05-15,
2016-06-15,
2016-07-15,
2016-08-15,
2016-09-15,
2016-10-15,
2016-11-15,
2016-12-15,
2017-01-15,0.28854700922966003
2017-02-15,
2017-03-15,0.2371581494808197
2017-04-15,0.16042543947696686
2017-05-15,
2017-06-15,0.29906925559043884
2017-07-15,0.3963494896888733
2017-08-15,
2017-09-15,
2017-10-15,0.2134294956922531
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,
2018-11-15,
2018-12-15,
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
