time,concCecpm25
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,0.04104600101709366
2012-05-15,0.08040643483400345
2012-06-15,0.06125452741980553
2012-07-15,0.08077888935804367
2012-08-15,
2012-09-15,
2012-10-15,0.0736236721277237
2012-11-15,0.1863461434841156
2012-12-15,0.12339469790458679
2013-01-15,0.05938628315925598
2013-02-15,0.0731750950217247
2013-03-15,0.04521120339632034
2013-04-15,0.0838177278637886
2013-05-15,0.115361288189888
2013-06-15,0.10902856290340424
2013-07-15,0.10866064578294754
2013-08-15,0.14617589116096497
2013-09-15,0.11388600617647171
2013-10-15,0.1031796857714653
2013-11-15,
2013-12-15,
2014-01-15,0.08478865027427673
2014-02-15,
2014-03-15,0.10530436038970947
2014-04-15,0.07431931793689728
2014-05-15,0.06568139791488647
2014-06-15,0.057738468050956726
2014-07-15,0.07273634523153305
2014-08-15,0.04798237606883049
2014-09-15,0.07026894390583038
2014-10-15,
2014-11-15,0.11128760874271393
2014-12-15,0.18680700659751892
2015-01-15,0.17250919342041016
2015-02-15,0.07874614745378494
2015-03-15,0.1078825443983078
2015-04-15,0.0817931741476059
2015-05-15,0.07351133972406387
2015-06-15,0.10063277184963226
2015-07-15,0.06768655776977539
2015-08-15,0.07651306688785553
2015-09-15,
2015-10-15,0.07648691534996033
2015-11-15,0.16503331065177917
2015-12-15,0.2371775507926941
2016-01-15,0.15775306522846222
2016-02-15,0.07876260578632355
2016-03-15,0.11459340900182724
2016-04-15,0.07337414473295212
2016-05-15,0.06659448891878128
2016-06-15,0.06304272264242172
2016-07-15,0.10818961262702942
2016-08-15,0.08944041281938553
2016-09-15,0.11221824586391449
2016-10-15,0.12912727892398834
2016-11-15,0.13513992726802826
2016-12-15,0.16744783520698547
2017-01-15,
2017-02-15,
2017-03-15,
2017-04-15,
2017-05-15,
2017-06-15,
2017-07-15,
2017-08-15,
2017-09-15,
2017-10-15,
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,
2018-11-15,
2018-12-15,
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
