time,concCecpm25
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,
2012-07-15,
2012-08-15,
2012-09-15,
2012-10-15,
2012-11-15,
2012-12-15,
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,0.4003364145755768
2016-02-15,0.27385035157203674
2016-03-15,0.25644928216934204
2016-04-15,0.19622500240802765
2016-05-15,0.11906860023736954
2016-06-15,0.0746113732457161
2016-07-15,0.07890389114618301
2016-08-15,0.12155290693044662
2016-09-15,0.1777803748846054
2016-10-15,0.20693320035934448
2016-11-15,0.30310308933258057
2016-12-15,0.3454844355583191
2017-01-15,0.5137830376625061
2017-02-15,0.37105488777160645
2017-03-15,0.2202240526676178
2017-04-15,0.12144790589809418
2017-05-15,0.11393561959266663
2017-06-15,0.09177371859550476
2017-07-15,0.09913370013237
2017-08-15,0.13927027583122253
2017-09-15,0.14417779445648193
2017-10-15,0.18226337432861328
2017-11-15,0.26934969425201416
2017-12-15,0.23018518090248108
2018-01-15,0.35159191489219666
2018-02-15,0.34265631437301636
2018-03-15,0.26453113555908203
2018-04-15,0.1949339359998703
2018-05-15,0.12142283469438553
2018-06-15,0.08448691666126251
2018-07-15,0.08778679370880127
2018-08-15,0.14038188755512238
2018-09-15,0.15842662751674652
2018-10-15,0.27937051653862
2018-11-15,0.46254292130470276
2018-12-15,0.34800267219543457
2019-01-15,0.29819491505622864
2019-02-15,0.2982441484928131
2019-03-15,0.13850894570350647
2019-04-15,0.2252202183008194
2019-05-15,0.10694243013858795
2019-06-15,0.10796467959880829
2019-07-15,0.06758113205432892
2019-08-15,0.1310308575630188
2019-09-15,0.14231212437152863
2019-10-15,0.2015918344259262
2019-11-15,0.38046127557754517
2019-12-15,0.300874263048172
