time,concCecpm25
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,0.8380217552185059
2012-02-15,0.5857051610946655
2012-03-15,0.6123049855232239
2012-04-15,0.5362485647201538
2012-05-15,0.38139817118644714
2012-06-15,0.3499528765678406
2012-07-15,0.5147102475166321
2012-08-15,0.6142982244491577
2012-09-15,0.5897528529167175
2012-10-15,0.6178728342056274
2012-11-15,0.9076766967773438
2012-12-15,0.6344214081764221
2013-01-15,0.6935502886772156
2013-02-15,0.7316141724586487
2013-03-15,0.5671595335006714
2013-04-15,0.5389067530632019
2013-05-15,0.3825708031654358
2013-06-15,0.28905513882637024
2013-07-15,0.4314929246902466
2013-08-15,0.47529667615890503
2013-09-15,0.5283078551292419
2013-10-15,0.6627768278121948
2013-11-15,0.7842389941215515
2013-12-15,0.8925755620002747
2014-01-15,0.6688590049743652
2014-02-15,0.450070321559906
2014-03-15,0.5644071698188782
2014-04-15,0.43001651763916016
2014-05-15,0.30006375908851624
2014-06-15,0.4296909272670746
2014-07-15,0.28861862421035767
2014-08-15,0.37466129660606384
2014-09-15,0.586618185043335
2014-10-15,0.5775777101516724
2014-11-15,0.8961807489395142
2014-12-15,0.7135991454124451
2015-01-15,0.6222550868988037
2015-02-15,0.6532019376754761
2015-03-15,0.40906158089637756
2015-04-15,0.45227447152137756
2015-05-15,0.288509726524353
2015-06-15,0.22150985896587372
2015-07-15,0.25394344329833984
2015-08-15,0.39911049604415894
2015-09-15,0.40874406695365906
2015-10-15,0.7860998511314392
2015-11-15,0.4637466371059418
2015-12-15,0.6766304969787598
2016-01-15,
2016-02-15,
2016-03-15,
2016-04-15,
2016-05-15,
2016-06-15,
2016-07-15,
2016-08-15,
2016-09-15,
2016-10-15,
2016-11-15,
2016-12-15,
2017-01-15,
2017-02-15,
2017-03-15,
2017-04-15,
2017-05-15,
2017-06-15,
2017-07-15,
2017-08-15,
2017-09-15,
2017-10-15,
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,
2018-11-15,
2018-12-15,
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
